Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P,,,Model,Features,Roll,$p$,Neg,Pos,$m$Prob,TP,Recall,Model & Features & Roll & $p$ & Neg & Pos & $m$Prob & TP & Recall
8045,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_1000,Max,0.886,0.8893,0.0033,0.8893,6345,6151,0.492237516,604291,1319,106463,1493,0.012217941,,,,,,,,,,,,
61,LogReg_alpha_balanced_Easy_Run_0_Round_4,mProb_1,Min,0.1914,0.8183,0.6269,0.1914,1,1,0.5,138,605472,2,107954,5.60850717,,,,,,,,,,,,
6248,LogReg_alpha_balanced_Easy_Run_0_Round_4,mProb_1,Max,0.1914,0.8183,0.6269,0.8183,1,1,0.5,605594,16,107941,15,0.000148209,,,,,,,,,,,,
6137,LogReg_alpha_balanced_Easy_Run_0_Round_4,mProb_10,Min,0.8022,0.8347,0.0325,0.8022,22,22,0.5,605258,352,107733,223,0.003260588,,,,,,,,,,,,
6269,LogReg_alpha_balanced_Easy_Run_0_Round_4,mProb_10,Max,0.8022,0.8347,0.0325,0.8347,5,5,0.5,605608,2,107954,2,1.85E-05,,,,,,,,,,,,
6260,LogReg_alpha_balanced_Easy_Run_0_Round_4,mProb_20,Min,0.8225,0.828,0.0055,0.8225,13,13,0.5,605604,6,107949,7,5.56E-05,,,,,,,,,,,,
1410,RFC_Hard_Run_0_Round_4,mProb_1,Min,0.2472,0.3076,0.0604,0.2472,59,60,0.504201681,594038,11572,97636,10320,0.107191819,,,,,,,,,,,,
2006,RFC_Hard_Run_0_Round_4,mProb_1,Max,0.2472,0.3076,0.0604,0.3076,1,1,0.5,605606,4,107947,9,3.71E-05,,,,,,,,,,,,
1656,RFC_Hard_Run_0_Round_4,mProb_10,Min,0.2718,0.2726,0.0008,0.2718,159,153,0.490384615,603964,1646,105101,2855,0.015246952,,,,,,,,,,,,
1664,RFC_Hard_Run_0_Round_4,mProb_10,Max,0.2718,0.2726,0.0008,0.2726,153,149,0.493377483,604087,1523,105220,2736,0.014107599,,,,,,,,,,,,
1656,RFC_Hard_Run_0_Round_4,mProb_20,Min,0.2718,0.2722,0.0004,0.2718,315,310,0.496,603964,1646,105101,2855,0.015246952,,,,,,,,,,,,
1649,RFC_Hard_Run_0_Round_4,mProb_50,Min,0.2711,0.2722,0.0011,0.2711,798,779,0.493975904,603850,1760,104999,2957,0.016302938,,,,,,,,,,,,
1660,RFC_Hard_Run_0_Round_4,mProb_50,Max,0.2711,0.2722,0.0011,0.2722,726,755,0.509790682,604026,1584,105165,2791,0.014672644,,,,,,,,,,,,
1651,RFC_Hard_Run_0_Round_4,mProb_100,Min,0.2713,0.2728,0.0015,0.2713,1581,1526,0.491149018,603879,1731,105029,2927,0.01603431,,,,,,,,,,,,
1666,RFC_Hard_Run_0_Round_4,mProb_100,Max,0.2713,0.2728,0.0015,0.2728,1385,1425,0.507117438,604117,1493,105252,2704,0.013829708,,,,,,,,,,,,
1657,RFC_Hard_Run_0_Round_4,mProb_200,Min,0.2719,0.274,0.0021,0.2719,3276,3153,0.490433971,603978,1632,105117,2839,0.01511727,,,,,,,,,,,,
1678,RFC_Hard_Run_0_Round_4,mProb_200,Max,0.2719,0.274,0.0021,0.274,2771,2876,0.509296972,604256,1354,105436,2520,0.012542147,,,,,,,,,,,,
1720,RFC_Hard_Run_0_Round_4,mProb_500,Min,0.2782,0.2815,0.0033,0.2782,7748,7445,0.490028303,604653,957,105960,1996,0.008864723,,,,,,,,,,,,
1753,RFC_Hard_Run_0_Round_4,mProb_500,Max,0.2782,0.2815,0.0033,0.2815,6095,6335,0.509654063,604895,715,106352,1604,0.006623069,,,,,,,,,,,,
1094,RFC_Medium_Run_0_Round_4,mProb_1,Min,0.2159,0.2729,0.057,0.2159,51,50,0.495049505,584500,21110,93065,14891,0.195542628,,,,,,,,,,,,
1652,RFC_Medium_Run_0_Round_4,mProb_1,Max,0.2159,0.2729,0.057,0.2729,1,1,0.5,605605,5,107952,4,4.63E-05,,,,,,,,,,,,
1359,RFC_Medium_Run_0_Round_4,mProb_10,Min,0.2424,0.2727,0.0303,0.2424,342,336,0.495575221,601513,4097,104208,3748,0.037950647,,,,,,,,,,,,
1651,RFC_Medium_Run_0_Round_4,mProb_10,Max,0.2424,0.2727,0.0303,0.2727,7,7,0.5,605604,6,107951,5,5.56E-05,,,,,,,,,,,,
1438,RFC_Medium_Run_0_Round_4,mProb_20,Min,0.2503,0.2722,0.0219,0.2503,371,369,0.498648649,603703,1907,106170,1786,0.017664604,,,,,,,,,,,,
1647,RFC_Medium_Run_0_Round_4,mProb_20,Max,0.2503,0.2722,0.0219,0.2722,18,18,0.5,605601,9,107948,8,8.34E-05,,,,,,,,,,,,
1500,RFC_Medium_Run_0_Round_4,mProb_50,Min,0.2565,0.2698,0.0133,0.2565,694,670,0.491202346,604698,912,107074,882,0.008447886,,,,,,,,,,,,
1630,RFC_Medium_Run_0_Round_4,mProb_50,Max,0.2565,0.2698,0.0133,0.2698,64,65,0.503875969,605583,27,107933,23,0.000250102,,,,,,,,,,,,
1525,RFC_Medium_Run_0_Round_4,mProb_100,Min,0.259,0.2674,0.0084,0.259,1125,1085,0.490950226,605017,593,107373,583,0.005492979,,,,,,,,,,,,
130,RFC_Easy_Run_0_Round_4,mProb_1,Min,0.1187,0.2179,0.0992,0.1187,1,1,0.5,94278,511332,5975,101981,4.736485235,,,,,,,,,,,,
1068,RFC_Easy_Run_0_Round_4,mProb_1,Max,0.1187,0.2179,0.0992,0.2179,7,7,0.5,605579,31,107933,23,0.000287154,,,,,,,,,,,,
1297,RUSBoost_Hard_Run_0_Round_6,mProb_1,Min,0.50039,0.500961,0.000571,0.50039,96,96,0.5,592331,13279,94112,13844,0.123003816,,,,,,,,,,,,
1847,RUSBoost_Hard_Run_0_Round_6,mProb_1,Max,0.50039,0.500961,0.000571,0.500961,1,1,0.5,605605,5,107938,18,4.63E-05,,,,,,,,,,,,
1364,RUSBoost_Hard_Run_0_Round_6,mProb_10,Min,0.500457,0.500584,0.000127,0.500457,673,660,0.495123781,598194,7416,99070,8886,0.068694653,,,,,,,,,,,,
1491,RUSBoost_Hard_Run_0_Round_6,mProb_10,Max,0.500457,0.500584,0.000127,0.500584,246,242,0.495901639,603398,2212,104430,3526,0.020489829,,,,,,,,,,,,
1369,RUSBoost_Hard_Run_0_Round_6,mProb_20,Min,0.500462,0.500541,7.90E-05,0.500462,1288,1245,0.491512041,598522,7088,99375,8581,0.065656379,,,,,,,,,,,,
1448,RUSBoost_Hard_Run_0_Round_6,mProb_20,Max,0.500462,0.500541,7.90E-05,0.500541,697,724,0.509500352,602226,3384,103102,4854,0.031346104,,,,,,,,,,,,
1380,RUSBoost_Hard_Run_0_Round_6,mProb_50,Min,0.500473,0.500526,5.30E-05,0.500473,2968,2858,0.490559561,599183,6427,100018,7938,0.059533514,,,,,,,,,,,,
1433,RUSBoost_Hard_Run_0_Round_6,mProb_50,Max,0.500473,0.500526,5.30E-05,0.500526,1931,1995,0.50815079,601696,3914,102523,5433,0.036255512,,,,,,,,,,,,
1388,RUSBoost_Hard_Run_0_Round_6,mProb_100,Min,0.500481,0.500523,4.20E-05,0.500481,5642,5423,0.490103931,599616,5994,100430,7526,0.05552262,,,,,,,,,,,,
1411,RUSBoost_Hard_Run_0_Round_6,mProb_200,Min,0.500504,0.500539,3.50E-05,0.500504,10088,9703,0.490273357,600798,4812,101622,6334,0.044573715,,,,,,,,,,,,
1446,RUSBoost_Hard_Run_0_Round_6,mProb_200,Max,0.500504,0.500539,3.50E-05,0.500539,7551,7839,0.509356725,602152,3458,103021,4935,0.032031568,,,,,,,,,,,,
1509,RUSBoost_Hard_Run_0_Round_6,mProb_500,Min,0.500602,0.500642,4.00E-05,0.500602,18226,17523,0.490167557,603777,1833,104884,3072,0.01697914,,,,,,,,,,,,
1549,RUSBoost_Hard_Run_0_Round_6,mProb_500,Max,0.500602,0.500642,4.00E-05,0.500642,13160,13666,0.509431149,604412,1198,105715,2241,0.011097114,,,,,,,,,,,,
20,RUSBoost_Medium_Run_0_Round_5,mProb_1,Min,0.49014,0.51056,0.02042,0.49014,1,1,0.5,22,605588,3,107953,5.609581681,,,,,,,,,,,,
266,RUSBoost_Easy_Run_0_Round_4,mProb_1,Min,0.5142,0.5489,0.0347,0.5142,2,2,0.5,605316,294,107825,131,0.002723332,,,,,,,,,,,,
